actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,gameId
172,PT00M26.30S,2024-11-13T00:36:50.200Z,1,REGULAR,freethrow,1 of 2,fastbreak,1629726,,,1610612737,28,28,2024-11-13T00:36:50Z,1680000,False,,,0,,G. Mathews Free Throw 1 of 2 (1 PTS),1629726,1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,22400001
173,PT00M26.30S,2024-11-13T00:36:56Z,1,REGULAR,substitution,out,,1630168,,,1610612737,28,28,2024-11-13T00:37:08Z,1690000,False,,,0,,SUB out: O. Okongwu,1630168,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
174,PT00M26.30S,2024-11-13T00:36:56Z,1,REGULAR,substitution,in,,1630811,,,1610612737,28,28,2024-11-13T00:37:08Z,1700000,False,,,0,,SUB in: K. Wallace,1630811,1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
175,PT00M26.30S,2024-11-13T00:36:50.200Z,1,REGULAR,freethrow,2 of 2,fastbreak,1629726,,,1610612737,28,29,2024-11-13T00:39:33Z,1710000,False,,,0,,G. Mathews Free Throw 2 of 2 (2 PTS),1629726,1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,22400001
176,PT00M03.40S,2024-11-13T00:37:40.900Z,1,REGULAR,3pt,Jump Shot,,1630573,89.7010512483574,96.5686274509804,1610612738,31,29,2024-11-13T00:37:44Z,1720000,False,233.0,44.0,1,right,S. Hauser 3PT  (3 PTS) (P. Pritchard 2 AST),"1630573, 1630202",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.7,Made,,,,,,,,,,,3.0,P. Pritchard,1630202.0,2.0,,,,,22400001
178,PT00M00.40S,2024-11-13T00:37:46.500Z,1,REGULAR,3pt,Jump Shot,,1630700,66.0479632063075,78.4313725490196,1610612737,31,29,2024-11-13T00:40:29Z,1740000,False,-142.0,568.0,1,left,MISS D. Daniels 58' pullup 3PT,1630700,1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,58.59,Missed,,,,,,,,,,,,,,,,,,,22400001
179,PT00M00.40S,2024-11-13T00:37:46.500Z,1,REGULAR,rebound,offensive,team,0,,,1610612737,31,29,2024-11-13T00:37:51Z,1750000,False,,,0,,TEAM offensive REBOUND,,1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,178.0,,,,,,,,,,,,,,,,22400001
180,PT00M00.00S,2024-11-13T00:37:54.700Z,1,REGULAR,period,end,,0,,,1610612737,31,29,2024-11-13T00:37:54Z,1760000,False,,,0,,Period End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
181,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,out,startperiod,1628369,,,1610612737,31,29,2024-11-13T00:40:29Z,1770000,False,,,0,,SUB out: J. Tatum,1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
182,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,out,startperiod,1627759,,,1610612737,31,29,2024-11-13T00:40:29Z,1780000,False,,,0,,SUB out: J. Brown,1627759,1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
183,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,out,startperiod,1629674,,,1610612737,31,29,2024-11-13T00:40:29Z,1790000,False,,,0,,SUB out: N. Queta,1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
184,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,out,startperiod,1630700,,,1610612737,31,29,2024-11-13T00:40:29Z,1800000,False,,,0,,SUB out: D. Daniels,1630700,1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
185,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,out,startperiod,1626204,,,1610612737,31,29,2024-11-13T00:40:29Z,1810000,False,,,0,,SUB out: L. Nance Jr.,1626204,1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
186,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,out,startperiod,1629726,,,1610612737,31,29,2024-11-13T00:40:29Z,1820000,False,,,0,,SUB out: G. Mathews,1629726,1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
187,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,in,startperiod,201950,,,1610612737,31,29,2024-11-13T00:40:29Z,1830000,False,,,0,,SUB in: J. Holiday,201950,1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
188,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,in,startperiod,1628401,,,1610612737,31,29,2024-11-13T00:40:29Z,1840000,False,,,0,,SUB in: D. White,1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
189,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,in,startperiod,1628436,,,1610612737,31,29,2024-11-13T00:40:29Z,1850000,False,,,0,,SUB in: L. Kornet,1628436,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
190,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,in,startperiod,1631223,,,1610612737,31,29,2024-11-13T00:40:29Z,1860000,False,,,0,,SUB in: D. Roddy,1631223,1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
191,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,in,startperiod,1642258,,,1610612737,31,29,2024-11-13T00:40:29Z,1870000,False,,,0,,SUB in: Z. Risacher,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
192,PT12M00.00S,2024-11-13T00:39:54.300Z,2,REGULAR,substitution,in,startperiod,1630168,,,1610612737,31,29,2024-11-13T00:40:29Z,1880000,False,,,0,,SUB in: O. Okongwu,1630168,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
193,PT12M00.00S,2024-11-13T00:40:32.700Z,2,REGULAR,period,start,,0,,,1610612738,31,29,2024-11-13T00:40:32Z,1890000,False,,,0,,Period Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
194,PT11M39.00S,2024-11-13T00:40:52.900Z,2,REGULAR,3pt,Jump Shot,,1630202,74.326544021025,85.2941176470588,1610612738,34,29,2024-11-13T00:40:57Z,1900000,False,176.0,189.0,1,right,P. Pritchard 25' 3PT  (3 PTS) (L. Kornet 1 AST),"1630202, 1628436",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,,,,,,,3.0,L. Kornet,1628436.0,1.0,,,,,22400001
196,PT11M21.00S,2024-11-13T00:41:10.500Z,2,REGULAR,2pt,DUNK,pointsinthepaint,1630168,5.99540078843627,50.4901960784314,1610612737,34,31,2024-11-13T00:41:14Z,1920000,False,-2.0,4.0,1,left,O. Okongwu DUNK (2 PTS) (J. Johnson 2 AST),"1630168, 1630552",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,,,,,,,2.0,J. Johnson,1630552.0,2.0,,,,,22400001
198,PT11M06.00S,2024-11-13T00:41:25.100Z,2,REGULAR,3pt,Jump Shot,,1630202,74.0637319316689,81.8627450980392,1610612738,34,31,2024-11-13T00:41:30Z,1940000,False,159.0,191.0,1,right,MISS P. Pritchard 24' 3PT,1630202,1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,,22400001
199,PT11M05.00S,2024-11-13T00:41:26.100Z,2,REGULAR,rebound,defensive,,1630552,,,1610612737,34,31,2024-11-13T00:41:30Z,1950000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,22400001
200,PT10M54.00S,2024-11-13T00:41:37.500Z,2,REGULAR,3pt,Jump Shot,,1642258,25.3120893561104,17.4019607843137,1610612737,34,31,2024-11-13T00:41:43Z,1960000,False,163.0,185.0,1,left,MISS Z. Risacher 24' 3PT,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,,22400001
201,PT10M53.00S,2024-11-13T00:41:38.500Z,2,REGULAR,rebound,defensive,,1628436,,,1610612738,34,31,2024-11-13T00:41:43Z,1970000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),1628436,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,22400001
202,PT10M31.00S,2024-11-13T00:42:03.900Z,2,REGULAR,turnover,traveling,,1630202,,,1610612738,34,31,2024-11-13T00:42:10Z,1980000,False,,,0,,P. Pritchard traveling TURNOVER (1 TO),1630202,1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,,,,,,,,,2002.0,1.0,,,,,,,,,,,22400001
203,PT10M20.00S,2024-11-13T00:42:24.200Z,2,REGULAR,2pt,Jump Shot,"pointsinthepaint, fromturnover",1630811,20.1872536136662,36.0294117647059,1610612737,34,31,2024-11-13T00:42:45Z,1990000,False,70.0,137.0,1,left,MISS K. Wallace 15' driving floating Shot,1630811,1610612737.0,ATL,driving floating,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),8-16 Center,15.41,Missed,,,,,,,,,,,,,,,,,,,22400001
204,PT10M19.00S,2024-11-13T00:42:25.200Z,2,REGULAR,rebound,defensive,,1628436,,,1610612738,34,31,2024-11-13T00:42:57Z,2000000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),1628436,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,,22400001
205,PT10M11.00S,2024-11-13T00:42:33Z,2,REGULAR,3pt,Jump Shot,,1628401,72.3554533508541,22.0588235294118,1610612738,37,31,2024-11-13T00:42:51Z,2010000,False,-140.0,207.0,1,right,D. White 25' 3PT  (5 PTS) (J. Holiday 2 AST),"1628401, 201950",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,,,,,,,5.0,J. Holiday,201950.0,2.0,,,,,22400001
206,PT09M55.00S,2024-11-13T00:42:55.500Z,2,REGULAR,foul,offensive,,1630168,,,1610612737,37,31,2024-11-13T01:09:40Z,2020000,False,,,0,,O. Okongwu offensive FOUL (2 PF),"1630168, 1628436",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,,,,2.0,0.0,Kornet,1628436.0,22400001
208,PT09M55.00S,2024-11-13T00:42:55.500Z,2,REGULAR,turnover,offensive foul,,1630168,,,1610612737,37,31,2024-11-13T01:09:40Z,2040000,False,,,0,,O. Okongwu offensive foul TURNOVER (2 TO),1630168,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2002.0,2.0,,,,,,,,,,,22400001
209,PT09M55.00S,2024-11-13T00:43:03.400Z,2,REGULAR,substitution,out,,1630573,,,1610612738,37,31,2024-11-13T00:43:12Z,2050000,False,,,0,,SUB out: S. Hauser,1630573,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
210,PT09M55.00S,2024-11-13T00:43:03.400Z,2,REGULAR,substitution,in,,1641775,,,1610612738,37,31,2024-11-13T00:43:12Z,2060000,False,,,0,,SUB in: J. Walsh,1641775,1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
211,PT09M38.00S,2024-11-13T00:43:34.600Z,2,REGULAR,3pt,Jump Shot,fromturnover,1628401,66.8363994743758,64.9509803921569,1610612738,37,31,2024-11-13T00:44:19Z,2070000,False,75.0,259.0,1,right,MISS D. White 26' pullup 3PT,1628401,1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,26.98,Missed,,,,,,,,,,,,,,,,,,,22400001
212,PT09M36.00S,2024-11-13T00:43:36.600Z,2,REGULAR,rebound,defensive,,1630552,,,1610612737,37,31,2024-11-13T00:43:40Z,2080000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,,,,22400001
215,PT09M15.00S,2024-11-13T00:44:12.800Z,2,REGULAR,2pt,Layup,pointsinthepaint,1630168,7.9664914586071,42.4019607843137,1610612737,37,33,2024-11-13T00:44:16Z,2100000,False,38.0,22.0,1,left,O. Okongwu cutting Layup (4 PTS) (J. Johnson 3 AST),"1630168, 1630552",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.41,Made,,,,,,,,,,,4.0,J. Johnson,1630552.0,3.0,,,,,22400001
217,PT09M00.00S,2024-11-13T00:44:27.300Z,2,REGULAR,3pt,Jump Shot,,201950,67.8876478318003,31.1274509803922,1610612738,37,33,2024-11-13T00:45:12Z,2120000,False,-94.0,249.0,1,right,MISS J. Holiday 26' pullup 3PT,201950,1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,,,22400001
218,PT08M59.00S,2024-11-13T00:44:28.300Z,2,REGULAR,rebound,defensive,,1642258,,,1610612737,37,33,2024-11-13T00:44:35Z,2130000,False,,,0,,Z. Risacher REBOUND (Off:5 Def:1),1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,217.0,6.0,1.0,5.0,,,,,,,,,,,,,22400001
219,PT08M49.00S,2024-11-13T00:44:38.600Z,2,REGULAR,3pt,Jump Shot,,1630168,8.36070959264126,97.3039215686274,1610612737,37,36,2024-11-13T00:44:48Z,2140000,False,-237.0,26.0,1,left,O. Okongwu 3PT  (7 PTS) (K. Wallace 3 AST),"1630168, 1630811",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,23.79,Made,,,,,,,,,,,7.0,K. Wallace,1630811.0,3.0,,,,,22400001
221,PT08M31.00S,2024-11-13T00:45:00Z,2,REGULAR,foul,personal,2freethrow,1642258,,,1610612738,37,36,2024-11-13T00:45:07Z,2160000,False,,,0,,Z. Risacher shooting personal FOUL (2 PF) (White 2 FT),"1642258, 1628401",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Right,,,,,,,,,2004.0,,,,,,,,2.0,0.0,White,1628401.0,22400001
223,PT08M31.00S,2024-11-13T00:45:25.900Z,2,REGULAR,freethrow,1 of 2,,1628401,,,1610612738,38,36,2024-11-13T00:45:25Z,2180000,False,,,0,,D. White Free Throw 1 of 2 (6 PTS),1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,22400001
224,PT08M31.00S,2024-11-13T00:45:43.400Z,2,REGULAR,freethrow,2 of 2,,1628401,,,1610612738,39,36,2024-11-13T00:45:43Z,2190000,False,,,0,,D. White Free Throw 2 of 2 (7 PTS),1628401,1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,22400001
225,PT08M19.00S,2024-11-13T00:45:56.800Z,2,REGULAR,2pt,Layup,pointsinthepaint,1631223,10.7752956636005,46.5762867647059,1610612737,39,38,2024-11-13T00:46:02Z,2200000,False,17.0,49.0,1,left,D. Roddy driving Layup (2 PTS) (J. Johnson 4 AST),"1631223, 1630552",1610612737.0,ATL,driving,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,,,,,,,2.0,J. Johnson,1630552.0,4.0,,,,,22400001
226,PT08M04.00S,2024-11-13T00:46:11.300Z,2,REGULAR,2pt,Layup,pointsinthepaint,201950,92.9862023653088,54.9019607843137,1610612738,41,38,2024-11-13T00:46:14Z,2210000,False,25.0,13.0,1,right,J. Holiday driving Layup (4 PTS) (L. Kornet 2 AST),"201950, 1628436",1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,,,,4.0,L. Kornet,1628436.0,2.0,,,,,22400001
229,PT07M47.00S,2024-11-13T00:46:29.400Z,2,REGULAR,turnover,bad pass,,1630552,,,1610612737,41,38,2024-11-13T00:46:35Z,2230000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"1630552, 1628436",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,2.0,Kornet,1628436.0,,,,,,,,,22400001
230,PT07M47.00S,2024-11-13T00:46:29.400Z,2,REGULAR,steal,,,1628436,,,1610612738,41,38,2024-11-13T00:46:35Z,2240000,False,,,0,,L. Kornet STEAL (1 STL),1628436,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,22400001
231,PT07M42.00S,2024-11-13T00:46:34.500Z,2,REGULAR,3pt,Jump Shot,"fastbreak, fromturnover",1628401,65.7851511169514,34.0686274509804,1610612738,41,38,2024-11-13T00:47:30Z,2250000,False,-80.0,269.0,1,right,MISS D. White 28' running 3PT,1628401,1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,,22400001
232,PT07M41.00S,2024-11-13T00:46:35.500Z,2,REGULAR,rebound,defensive,team,0,,,1610612737,41,38,2024-11-13T00:46:45Z,2260000,False,,,0,,TEAM defensive REBOUND,,1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,231.0,,,,,,,,,,,,,,,,22400001
234,PT07M41.00S,2024-11-13T00:46:39.900Z,2,REGULAR,substitution,out,,1628436,,,1610612737,41,38,2024-11-13T00:46:56Z,2280000,False,,,0,,SUB out: L. Kornet,1628436,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
235,PT07M41.00S,2024-11-13T00:46:39.900Z,2,REGULAR,substitution,out,,1630811,,,1610612737,41,38,2024-11-13T00:46:56Z,2290000,False,,,0,,SUB out: K. Wallace,1630811,1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
236,PT07M41.00S,2024-11-13T00:46:39.900Z,2,REGULAR,substitution,in,,1629674,,,1610612737,41,38,2024-11-13T00:46:56Z,2300000,False,,,0,,SUB in: N. Queta,1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
237,PT07M41.00S,2024-11-13T00:46:39.900Z,2,REGULAR,substitution,in,,1630700,,,1610612737,41,38,2024-11-13T00:46:56Z,2310000,False,,,0,,SUB in: D. Daniels,1630700,1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
238,PT07M24.00S,2024-11-13T00:47:21.500Z,2,REGULAR,3pt,Jump Shot,,1630168,13.2720105124836,2.71905637254902,1610612737,41,38,2024-11-13T00:47:35Z,2320000,False,236.0,72.0,1,left,MISS O. Okongwu 24' 3PT,1630168,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,,,,,,22400001
239,PT07M22.00S,2024-11-13T00:47:23.500Z,2,REGULAR,rebound,defensive,,1629674,,,1610612738,41,38,2024-11-13T00:47:35Z,2330000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,Right Corner 3,24+ Right,,,,,238.0,2.0,1.0,1.0,,,,,,,,,,,,,22400001
240,PT07M08.00S,2024-11-13T00:47:39.100Z,2,REGULAR,2pt,Layup,pointsinthepaint,1641775,91.4093298291721,48.0392156862745,1610612738,41,38,2024-11-13T00:47:45Z,2340000,False,-10.0,28.0,1,right,MISS J. Walsh driving Layup,1641775,1610612738.0,BOS,driving,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,,22400001
241,PT07M06.00S,2024-11-13T00:47:41.100Z,2,REGULAR,rebound,defensive,,1642258,,,1610612737,41,38,2024-11-13T00:48:24Z,2350000,False,,,0,,Z. Risacher REBOUND (Off:5 Def:2),1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,240.0,7.0,2.0,5.0,,,,,,,,,,,,,22400001
242,PT06M56.00S,2024-11-13T00:47:49.800Z,2,REGULAR,3pt,Jump Shot,,1642258,21.3699080157687,89.4607843137255,1610612737,41,38,2024-11-13T00:47:59Z,2360000,False,-197.0,148.0,1,left,MISS Z. Risacher 24' 3PT,1642258,1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,,22400001
243,PT06M54.00S,2024-11-13T00:47:51.800Z,2,REGULAR,rebound,defensive,,201950,,,1610612738,41,38,2024-11-13T00:47:59Z,2370000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),201950,1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,242.0,2.0,1.0,1.0,,,,,,,,,,,,,22400001
244,PT06M50.00S,2024-11-13T00:47:56.400Z,2,REGULAR,3pt,Jump Shot,fastbreak,201950,66.1793692509855,39.2156862745098,1610612738,41,38,2024-11-13T00:49:08Z,2380000,False,-54.0,265.0,1,right,MISS J. Holiday 27' running pullup 3PT,201950,1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,,22400001
245,PT06M49.00S,2024-11-13T00:47:57.400Z,2,REGULAR,rebound,offensive,team,0,,,1610612738,41,38,2024-11-13T00:48:06Z,2390000,False,,,0,,TEAM offensive REBOUND,,1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,244.0,,,,,,,,,,,,,,,,22400001
247,PT06M46.00S,2024-11-13T00:48:07.600Z,2,REGULAR,timeout,full,"team, mandatory",0,,,1610612738,41,38,2024-11-13T00:48:07Z,2410000,False,,,0,,BOS Timeout,,1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
248,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,out,,201950,,,1610612738,41,38,2024-11-13T00:51:02Z,2420000,False,,,0,,SUB out: J. Holiday,201950,1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
249,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,out,,1630202,,,1610612738,41,38,2024-11-13T00:51:02Z,2430000,False,,,0,,SUB out: P. Pritchard,1630202,1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
250,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,out,,1630552,,,1610612738,41,38,2024-11-13T00:51:02Z,2440000,False,,,0,,SUB out: J. Johnson,1630552,1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
251,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,out,,1631223,,,1610612738,41,38,2024-11-13T00:51:02Z,2450000,False,,,0,,SUB out: D. Roddy,1631223,1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
252,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,in,,1628369,,,1610612738,41,38,2024-11-13T00:51:02Z,2460000,False,,,0,,SUB in: J. Tatum,1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
253,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,in,,1630573,,,1610612738,41,38,2024-11-13T00:51:02Z,2470000,False,,,0,,SUB in: S. Hauser,1630573,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
254,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,in,,1629726,,,1610612738,41,38,2024-11-13T00:51:02Z,2480000,False,,,0,,SUB in: G. Mathews,1629726,1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
255,PT06M46.00S,2024-11-13T00:50:36.500Z,2,REGULAR,substitution,in,,1626204,,,1610612738,41,38,2024-11-13T00:51:02Z,2490000,False,,,0,,SUB in: L. Nance Jr.,1626204,1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,22400001
256,PT06M40.00S,2024-11-13T00:51:10.100Z,2,REGULAR,3pt,Jump Shot,2ndchance,1628369,67.23061760841,35.0490196078431,1610612738,41,38,2024-11-13T00:51:18Z,2500000,False,-75.0,256.0,1,right,MISS J. Tatum 26' 3PT,1628369,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.62,Missed,,,,,,,,,,,,,,,,,,,22400001
257,PT06M37.00S,2024-11-13T00:51:13.100Z,2,REGULAR,rebound,offensive,,1629674,,,1610612738,41,38,2024-11-13T00:51:18Z,2510000,False,,,0,,N. Queta REBOUND (Off:2 Def:1),1629674,1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,256.0,3.0,1.0,2.0,,,,,,,,,,,,,22400001
